uars ,"ाुसर
 ","ाुसर
 "
bltai ,"लीटब
 ","लतिब
 "
tanydoe ,"ूानयीदत
 ","ूायीदत
 "
hapnyd ,"ापन्यअध
 ","प्यअणध
 "
huanykidoreg ,"्यकोरदिगणऔ
 ","्यकीोरअिणध
 "
bulcosm ,"लकसोंब
 ","ल्कुसो
 "
haykicd ,"ा्यकचअिध
 ","ा्यकचअिध
 "
hutaporsm ,"प्ुोरमतष
 ","प्ुोरमतष
 "
hanvdej ,"ानवींजध
 ","ावीजध
 "
htapnkides ,"प्कीशदतिषणध
 ","प्कीशदतिषणध
 "
hapnvkidres ,"ापव्कींरेदष
 ","ापव्कंरदिष
 "
utakior ,"्कीुोरटत
 ","्कीुोरत
 "
havirs ,"व्ीसरश
 ","ाव्ीसरश
 "
hanidrg ,"ानींरगध
 ","ाींरध
 "
htanykdrm ,"ा्यकंरेदटमतध
 ","ा्कंरदमतध
 "
htapnior ,"पनहीोरति
 ","ापहोरतिण
 "
aves ,"ावसेअ
 ","ावसेअ
 "
haes ,"ाहीस
 ","हीस
 "
bhanis ,"भनीस
 ","भासंि
 "
hanyreg ,"ा्यरेणघ
 ","ा्यरेणघ
 "
hlave ,"लवही
 ","लावही
 "
haic ,"ीचआई
 ","ीचआई
 "
hutavkic ,"ावहकीुचत
 ","ावहकीुचत
 "
avis ,"ावीसअ
 ","ाीसअ
 "
bhltacdrsm ,"ला्हचरदटमबष
 ","ला्हचरदमतबष
 "
updeg ,"पुडेग
 ","ूपुेद
 "
hlavid ,"लाविढ
 ","लावि
 "
tapnykies ,"ापन्कीसति
 ","ाप्कीसेत
 "
landeg ,"लन्डंेगइ
 ","ल्ंे
 "
uandresg ,"न्ुसंरेदग
 ","ा्ुसंरेद
 "
ulaiosm ,"लासमिौ
 ","ूल्समि
 "
bltaeg ,"लाीतबग
 ","लाीतब
 "
htanvirem ,"ानवहरेमतिण
 ","ावहरेमतिण
 "
anresg ,"संरेग
 ","्संरे
 "
hlacdremg ,"ल्ीसरमिगध
 ","ल्ीसरम
 "
lane ,"लने
 ","लाेण
 "
blaviore ,"लवीोरिब
 ","लवीोरब
 "
orez ,"ीोरझ
 ","ोरेज
 "
hanor ,"नहोर
 ","होरण
 "
htye ,"थये
 ","ये
 "
bhani ,"भनी
 ","भाी
 "
uanjz ,"ुंजझ
 ","ाुंज
 "
bie ,"ीेब
 ","ीब
 "
lnic ,"लकंि
 ","ल्कंि
 "
tide ,"ाडटई
 ","ेतिई
 "
hanvce ,"ावचेण
 ","ावचे
 "
htapnvyisg ,"ापनव्केटिषघ
 ",ापव्यतिषध 
hlapce ,"ापीचेळ
 ","लापीचे
 "
hanyicw ,"ावयींचअ
 ","ावयींचअ
 "
huanvdrs ,"ावुसंरध
 ","ावुसंरध
 "
bane ,"ानिब
 ","ाीब
 "
buai ,"ीबॉ
 ","ाीब
 "
htaniremg ,"्होंरेअमतिग
 ","ा्हींरेमत
 "
htapkrs ,"प्करतष
 ","प्करतष
 "
badre ,"्डरअिब
 ","्रेब
 "
tapkre ,"ापकरेट
 ","ापकरेत
 "
utanorg ,"ूाुंरतग
 ","ाुंरत
 "
uakm ,"ा्कुम
 ","्कुम
 "
lavm ,"ावमळ
 ","लावम
 "
anvij ,"नवीज
 ","ावीजि
 "
htapvi ,"ापवीठ
 ","ापवी
 "
htapnvicres ,"ापनव्ीचरशठतिष
 ","ापव्हचरशति
 "
vij ,"वीज
 ","वजि
 "
hapvykres ,"पव्यकरेष
 ","पव्यकरष
 "
anyr ,"ानयरण
 ","ायर
 "
hakco ,"कुचअ
 ","ूकचअ
 "
takrsm ,"्कसरमत
 ","्कसरमत
 "
los ,"लसॉ
 ","लस
 "
unyos ,"ूनयुस
 ","ू्यसआ
 "
anvij ,"ावीजण
 ",ावहजिण 
banij ,"ानंजिबई
 ","ांजिबई
 "
hlankdsw ,"लानव्कदष
 ","लाव्कष
 "
hutavcresg ,"ाव्हसचेतगृछ
 ",ाव्हसचेतृ 
huanidrem ,"ू्यींरेमधढ
 ","ीुंरेमध
 "
huapykcr ,"ूाप्यकचर
 ","ाप्यकुचर
 "
ltade ,"लाीदत
 ","लाीदत
 "
bhaics ,"ासचबै
 ","ासचबई
 "
utays ,"्युसत
 ","ा्युसत
 "
hltapicem ,"लाप्चेमतिआ
 ","लाप्चेमतिआ
 "
baosw ,"वसोब
 ","वसोब
 "
hltayicr ,"ला्हयचरटि
 ","ा्हयचरति
 "
ltanke ,"लाकीटण
 ","लकीतण
 "
htapnis ,"ापीसंशठै
 ","ापीसंश
 "
bhaycrsw ,"भाव्यचरष
 ","भाव्यचरष
 "
ltanij ,"लाींजति
 ","लाींजति
 "
ulapjw ,"लापवुजळ
 ","लापवुज
 "
ulankidrem ,"ान्कुरेदमळि
 ","ा्कुरेदमिण
 "
lape ,"लापेळ
 ","लापे
 "
uandors ,"नसडरअँ
 ","संरदउ
 "
bhaviceg ,"भावचेिग
 ","भावचेि
 "
bhankcdo ,"ाडोंचबख
 ",ोंचबख 
hutapnydem ,"ापन्यंेदमतधउ
 ","ाप्यंेदतधउ
 "
htasm ,"ा्हसमत
 ","ा्हसमत
 "
htaydrem ,"्यीरेटमध
 ","्यीरेमतध
 "
ultaves ,"लाव्ीसतउ
 ","लाव्ीसतउ
 "
haresj ,"ारेशज
 ","ारेशज
 "
htakcde ,"ाकीडचत
 ","ाकीचत
 "
hltaykrsw ,"लाव्यसरठआख
 ","लाव्यसरआख
 "
hlapyc ,"लापयच
 ","लापय
 "
htapies ,"ापीसशठै
 ","ापीश
 "
huaycdres ,"ा्यीुसचदऱ
 ","ा्यीुसचरद
 "
oj ,"ोज
 ","ोज
 "
bhavirg ,"भावरिग
 ","भावरि
 "
ulanesmg ,"ा्युसंेमळगण
 ","्ीुसंेमि
 "
bhtapvdr ,"ापवरठळब
 ","ापवरब
 "
huancs ,"ानुसच
 ","ाुसच
 "
hanyidorem ,"ान्हयोरेदमि
 ","ा्हयीोरदम
 "
taem ,"ेटम
 ","ाीम
 "
uayd ,"ा्यदउ
 ","ा्यदउ
 "
htanvc ,"ानवचत
 ","ावचत
 "
hakdrg ,"ाकडरघ
 ","ाकरदघ
 "
tno ,"ूनतओ
 ","ू
 "
iemq ,"कीमि
 ","कीमि
 "
tapnyorg ,"ापन्योंरतग
 ","ाप्योंरत
 "
bhltapvr ,"ापवरठळब
 ","लापवरब
 "
lankrez ,"लाकंरेझ
 ","लाकंरे
 "
tapn ,"ापटण
 ","ापत
 "
takrs ,"ा्कसरत
 ","्कसरत
 "
lapke ,"ापकीळ
 ","लपकी
 "
ltncors ,"लन्कसोरट
 ","ला्कसोरम
 "
ukicq ,"व्कि
 ","्कि
 "
bhanvyicdesm ,"ाव्यीसंचिबषध
 ","ाव्यसंचेिबषध
 "
adow ,"ादऊ
 ","ूावद
 "
orem ,"ोरेम
 ","ुरेम
 "
htanvidorj ,"ावोंरजतिध
 ","ावोंरजतिध
 "
hacre ,"ीचर
 ","चरि
 "
lirf ,"लीरिफ
 ","लरि
 "
bhlaic ,"भाीचळब
 ","भलाीचब
 "
hanycdem ,"ा्यंचेमध
 ","ा्यंचेमध
 "
harmg ,"्हरमगॅ
 ",्हरम 
ulanves ,"लानवुसे
 ","लावुसे
 "
htanorsj ,"ूथान्सरजत
 ","ूा्सरजत
 "
idf ,"ीडफ
 ","दिई
 "
haps ,"ापश
 ","ापश
 "
hutavkce ,"ावहकीुचत
 ","ावहकीुचत
 "
hlavkr ,"वरळख
 ","लवरख
 "
tavres ,"ावसरेत
 ","ावसरेत
 "
huapvidorem ,"पव्ीुोरदमिआध
 ","पव्ीुोरदमआ
 "
hanicdw ,"वडंचि
 ","ावंचदि
 "
tanvde ,"वडंेदत
 ","ावंेदत
 "
layrew ,"लयरॉ
 ","लाव्यर
 "
htac ,"ाटछ
 ","ात
 "
bhupnirs ,"पव्ुरिषण
 ","ूप्ुरिबषण
 "
htanidorjw ,"ावोंरजतिध
 ","ावोरजतिध
 "
hutapnkrm ,"ाप्ुंरमतख
 ","ाप्ुंरमतख
 "
tanirgq ,"्कंरटिगॅ
 ","्कंरेि
 "
hayidrejm ,"्यीरेजमध
 ","्यीरेजमध
 "
tapnores ,"ापन्यसोंरत़
 ","पसोंरेत
 "
badr ,"ारदब
 ","ारब
 "
hlakor ,"लाोरख
 ","लाोरख
 "
ltapi ,"पीळति
 ","लपीति
 "
taisjm ,"ीसजमतिआ
 ","ीसजमतिआ
 "
apkir ,"ापकृ
 ","ाप्करि
 "
kiem ,"कीमि
 ","यीमि
 "
bhtankcres ,"ा्यकंचरेशतब़
 ","ाकसंचरेशतब
 "
bhaksg ,"ासबगख
 ","ासबख
 "
htapicd ,"ाप्ीचदतध
 ","ाप्ीचदतध
 "
hulanco ,"लनहकॅौ
 ","ूलाहको
 "
hanicdew ,"नव्ीचेध
 ","ाव्ीचेध
 "
hankcrs ,"ा्कसंचर
 ","ा्कसंचर
 "
htapnsg ,"थापन्सटघ
 ","ाप्सतणघ
 "
bhtancegw ,"भावंचेतग
 ","भावंचेत
 "
bhultapkiors ,"भूलाप्ीठषखृ
 ","भूलाप्ीषणख
 "
huanvkidrs ,"ानव्कुसंरशदिधै
 ","ावकुसंरशदिध
 "
huanicrs ,"ाीुसंचर
 ","ाीुसंचर
 "
hacremg ,"ा्हीचरमग
 ","ा्हीरम
 "
hlakdr ,"लाडरख
 ","लारख
 "
bhtavidores ,"ाव्सोरेटतिबइध
 ","ाव्सोेतिबध
 "
hasw ,"शॉ
 ","ाश
 "
ltavidm ,"लावीडमत
 ","ावीमत
 "
bhanycdsm ,"ा्यसंचबध
 ","ा्यसंच
 "
hlancdejf ,"लाींचदजफ
 ","लाींचदज
 "
anvi ,"नवी
 ","व्ि
 "
taisjm ,"ीसजमतिआ
 ","ीसजमतिआ
 "
huakcres ,"्कुसचरेष
 ","्कुसचरेष
 "
bhanicore ,"नीोचरेब
 ","ीोचरेब
 "
tare ,"ीरत
 ","ीरत
 "
bhultanydrsg ,"भला्युसंरदतगण
 ","भला्युसंरदतण
 "
tapnvrm ,"ापनवरमत
 ","ाव्रमतण
 "
havkcre ,"ावकीचरई
 ","ावकीचरे
 "
ayow ,"ावयोआ
 ","ूावयआ
 "
bhuans ,"भूषण
 ","भूषण
 "
lapnyosjw ,"ूलापनव्यसज
 ","ूलापव्यसज
 "
hanis ,"ान्हसि
 ","ा्हसंि
 "
ularmg ,"ल्ुरमग
 ","ला्ुरम
 "
hutapnvkicdoes ,"ापनवकीुसडोचठटिण
 ","पव्कीुसोचतण
 "
bltaiorem ,"ला्ोरटमिब
 ","लारमतिब
 "
aid ,"ीदआ
 ","ाीआ
 "
bhre ,"हरेब
 ","हरेब
 "
laniom ,"लानमिॉ
 ","लाोमि
 "
hlais ,"लेश
 ","लाश
 "
arg ,"्रअग
 ","ा्रअज
 "
bavsw ,"ावसब
 ","ावसब
 "
lavis ,"लाव्हसि
 ","लाव्सि
 "
hanykdrm ,"ायकंरअमध
 ","ाकंरअमध
 "
tnore ,"न्ंरेट
 ","्ोंरे
 "
hanvkrs ,"ाव्करषआण
 ","ाव्करषआण
 "
hanicrjw ,"ानवींचरज
 ","ावींचज
 "
anorjm ,"ुंरजम
 ","ूंरजम
 "
nyemz ,"ाएंमईझ
 ","्येजम
 "
hapnkir ,"ापन्हकींरण
 ","ाप्हकीरण
 "
butankrejm ,"कीुरजमतबण
 ","कीुरजमतबण
 "
lyoesm ,"ल्सेमॉ
 ","लीसोम
 "
hnic ,"नीचि
 ","ीचि
 "
lankios ,"कीसोंळ
 ","लाकीसों
 "
aviresm ,"ावीसरेम
 ","ावीसरेम
 "
tapvr ,"ापवरत
 ","ापवरत
 "
utapirs ,"ूप्सरति
 ","प्ीुसरत
 "
hanvyicdresm ,"ाव्यींचरदमिष
 ","ावयंचरदमिष
 "
lniom ,"लनयमि
 ","लयमि
 "
hultanism ,"लाीुसंठम
 ","लाीुसंम
 "
uankr ,"नकोर
 ","ाकर
 "
bhuanydesmg ,"ा्यसडंेमबगध
 ","ा्युसंेदमबणध
 "
hapnykces ,"ाप्यकंचेष
 ","ाप्यकंचेष
 "
hanyicr ,"ा्यीचरण
 ","ा्यीचरण
 "
hlancg ,"लांचग
 ","लांच
 "
utap ,"ाप्ुट
 ","ाप्ुत
 "
ltak ,"ा्कळत
 ","ाकत
 "
bhtaim ,"ाठमबई
 ","ामबई
 "
bhtacores ,"थसोचरतबॅ
 ",सचरेतब 
hlta ,"लहत
 ","लहत
 "
bhulapndesm ,"ाप्ुेशदमळबणध
 ","ाप्ुेशदब
 "
hltake ,"लाीेतख
 ","लाेतख
 "
nior ,"ूनीर
 ","ीुरण
 "
lakr ,"लकर
 ","लाक
 "
ltapyiorg ,"लाप्यीोरतग
 ","लाप्यीोरत
 "
lpoe ,"ूलप
 ","लपोे
 "
havres ,"वरेशआ
 ","वरेशआ
 "
ojq ,"कजॉ
 ","कोज
 "
bhanyice ,"ा्हयीचिबण
 ",ा्हीचिबण 
haes ,"ाहीशअ
 ","ाहीशआ
 "
utapkido ,"ाप्कुोदटई
 ","ाप्कुोदतई
 "
htapnres ,"ापन्ीसंरशठ
 ","ाप्ीसंरश
 "
aykr ,"ायकर
 ","ायकर
 "
bhapnkoem ,"भूापनकंे
 ","भूपकेमण
 "
bulaprj ,"ूलपरजब
 ",ूलापरजब 
hakcoeg ,"ूकचेआग
 ","ूकचेजआ
 "
upyiog ,"पयीोगउ
 ","पयीोउ
 "
adrm ,"रदम
 ","ारदम
 "
htapnvys ,"ापव्यसठण
 ","ापव्यसण
 "
avyo ,"ावयोआ
 ","ूावयअ
 "
hunvcdorg ,"ाव्डंचरगऊ
 ","व्ोंचरउ
 "
hanycreg ,"ा्यंचरेघ
 ","ा्यंचरेघ
 "
btanykiors ,"ा्यकसरटिबँ
 ","्कसोरिब
 "
bhlankce ,"लाकींचब
 ","लाकींचब
 "
bhacdore ,"ा्डोचरेब
 ","ा्ोचरेब
 "
anvkog ,"ूावकगण
 ","ूावकण
 "
bhanyic ,"ा्हयीचिबण
 ","ा्हयीचिबण
 "
arsm ,"ासरमआ
 ","सरमआ
 "
haicoem ,"ाहोचेमि
 ","ाहोचेमि
 "
hulkic ,"लकीुच
 ","लकीुच
 "
aidg ,"ीदअग
 ","्ीअ
 "
htapnior ,"पनहीोरति
 ","पहीोंरति
 "
bhncdoem ,"्डंचेबणॉ
 ","्ंचेदब
 "
uadmg ,"ूदमग
 ","ाुदम
 "
uanvyorsg ,"व्युसरगण
 ","व्युसोरण
 "
hakdre ,"ाडरेआख
 ","ारेआख
 "
hltanvyes ,"लाव्यीसठण
 ","लाव्यीसण
 "
htapde ,"प्ीदतध
 ","प्ीदतध
 "
ultakid ,"लाकीुडत
 ","लाकीुत
 "
hlaycd ,"लायचढ
 ","लायच
 "
re ,"यरइ
 ","रेआई
 "
ands ,"नसद
 ","ासद
 "
haydresm ,"्यीरेशअमध
 ","्यरेशमध
 "
uankid ,"ूनकडआई
 ","ूकआई
 "
hulapnresm ,"ापन्ुंरेशमळ
 ","ाप्ुंरेशम
 "
ltadrm ,"लारदमत
 ","लादमत
 "
bpiore ,"ूपीरबॅ
 ","ूपीरेब
 "
bhtankrsw ,"थानव्कसरब
 ","ाव्कसरब
 "
htapnvidore ,"ापव्योंरतिणध़
 ","ापवोंरेतिध
 "
bhtanves ,"ानव्हीसेटबई
 ","व्हीसेतब
 "
htnioes ,"ूनीेशत
 ","ूीेशत
 "
tankore ,"नकोरेट
 ","ूकरेण
 "
htavdeg ,"वडेतघ
 ","ावेतघ
 "
hltanyoe ,"लानहोेट
 ","लहोेत
 "
htapnicrs ,"ापन्चरठतिष
 ","ाप्संचरति
 "
htakics ,"ा्कीचटष
 ","ा्कीचष
 "
hlaicem ,"लेशमि
 ","लाचमि
 "
laes ,"लीसेअ
 ","लीसेअ
 "
htanes ,"थन्संे
 ","्संे
 "
icorsf ,"्कसोरिफ
 ","्कसोरि
 "
hapnir ,"ाप्हीरण
 ","ाप्हीरण
 "
bhtaysg ,"भा्यसतग
 ","भा्यसत
 "
hapncrem ,"ाप्चरेमण
 ","ाप्चरेमण
 "
bhlakde ,"भलकडे
 ","भलकेद
 "
tadr ,"्डरट
 ","ा्रद
 "
andrs ,"नसडरअँ
 ","ांरदअ
 "
ltanko ,"लानकोट
 ","लाकोत
 "
tairew ,"ावीरति
 ","ावीरेत
 "
blanv ,"लानवब
 ","लावब
 "
uapyr ,"ाप्युरअ
 ","ाप्युरअ
 "
lavrg ,"लावरग
 ","लावर
 "
hltayi ,"लाहयटइ
 ","लाहयतई
 "
bltani ,"लानतिब
 ","लातबण
 "
pkiors ,"प्कसरिॉओ
 ","प्कसोरि
 "
akdrsmg ,"ा्कसरदमग
 ","ाकसरदम
 "
apidrs ,"प्सडरिॅ
 ","प्सरेि
 "
tanydre ,"ान्ंरेजतञ
 ","ा्ंरेजत
 "
hankdrz ,"ाडंरखझ
 ","ंरधख
 "
hlanvce ,"ाव्हचेळण
 ","लावहंचे
 "
taykor ,"यकोरत
 ",यकोरत 
ulicde ,"ल्यकुडि
 ","ल्यकुि
 "
uanvrg ,"ाव्ुरगण
 ","ाव्ुरण
 "
apos ,"ापसो
 ","ापसो
 "
tapkire ,"प्करेति
 ","प्करेति
 "
tanvi ,"ानवीति
 ","ावतिण
 "
ut ,"्त
 ","ुत
 "
hlankcs ,"ला्कंचषण
 ","ला्कंचषण
 "
hlapnkdores ,"ूलपनकीडरेष
 ","ूलापकीरेश
 "
hairs ,"हसरै
 ","ाहसरि
 "
hutanyicdof ,"ान्यडंचेशफऊ
 ","ा्यंचेशउ
 "
hltankiores ,"लाकीसोंरेठअ
 ","लाकीसोंरेअ
 "
htanyce ,"ान्यचेत
 ","ा्यचेत
 "
tarem ,"ारेटम
 ","ा्रेम
 "
haicrsw ,"ाव्ीसचर
 ","ाव्ीसचर
 "
upv ,"ूपव्हयी
 ","पव्हीउ
 "
hapnicr ,"ापन्चरि
 ","प्ंचरि
 "
hlandemg ,"ल्ीडंमगइध
 ","ल्ींमध
 "
htapnirs ,"ापन्ींरटतष
 ","ाप्ींरतष
 "
htom ,"ूठम
 ","ूमध
 "
btnoes ,"नीसोेतब
 ","्ीसोेतब
 "
apvy ,"ापव्य
 ","ापव्य
 "
ulakes ,"लकीुस
 ","लकीुस
 "
htankoresf ,"ान्कीसरठफॉ
 ","ा्कीसोंर
 "
htanir ,"ानहींरतइ
 ","ाहींरत
 "
hutapnvkidoem ,"ापनवकुडोंेटमिणध
 ","ापवकुोंेदमतध
 "
hltre ,"लहरटि
 ","लहरे
 "
tyor ,"्यरटॉ
 ","्योरत
 "
htapnkis ,"ापन्कसति
 ","ाप्किष
 "
vej ,"वीज
 ","वीज
 "
hltavyes ,"लथाव्यसे
 ","लाव्यसे
 "
ltanj ,"ानजळत
 ","लाजत
 "
hlkie ,"ेळिख
 ","लेिख
 "
htapcdre ,"प्चरेदत
 ","प्चरेदत
 "
avirsg ,"ावसरिग
 ","ावसरि
 "
utakrjg ,"ाकुरजतग
 ","ा्कजतृ
 "
bhanieg ,"भनीिग
 ","भाीि
 "
tires ,"्ीसरेट
 ","्ीसरत
 "
hlayicm ,"ला्हयचमि
 ","ला्हयचमि
 "
hlayc ,"लायच
 ","लायच
 "
bhladem ,"लाहदअमब
 ","लाहेदअमब
 "
hlapnces ,"लाप्यसंच
 ","लापसचण
 "
hanycorsm ,"ा्यसोंचरम
 ","ा्यसोंचर
 "
bhlavyicdoem ,"लाव्यीडोंचिब
 ","लाव्यीोंचदब
 "
anmg ,"ंमगण
 ","ांम
 "
hanycrjw ,"ानव्यचरज
 ","ाव्यचरज
 "
lavkir ,"लवकीरि
 ","लवकीरि
 "
bakre ,"करेब
 ","ाकरब
 "
hlace ,"लचि
 ","लीच
 "
hlavkicdr ,"ाव्कीचरदळ
 ","ाव्कीचरद
 "
kco ,"कु
 ","ूक
 "
ltakim ,"लाकीमत
 ","लाकीम
 "
bhaviesg ,"भावीशिग
 ","भावीशिध
 "
hutapicrs ,"प्ीसचरटतिषृ
 ","ाप्ीसचरतिषृ
 "
hltavire ,"लवरेठि
 ","लवरेिध
 "
htapnvyis ,"थापनव्यीसठ
 ","ापव्यीस
 "
hutpo ,"ूोटफ
 ","ूतआ
 "
lnkie ,"लान्कइ
 ","ल्कीेई
 "
anve ,"नवी
 ","ावीण
 "
haorm ,"ाहोरअम
 ","ाहरअम
 "
utsm ,"्सटम
 ","्सम
 "
bltae ,"लीटब
 ","लीतब
 "
hlaresg ,"लीसरघ
 ","लीसरघ
 "
anykdem ,"ाकडंेम
 ","ाकंेम
 "
utankdrem ,"ूान्कडंरमति
 ","ूा्कींरमत
 "
huanvkdej ,"ूानवहकीडंज
 ","ूावहकींज
 "
hlcdref ,"लीएडचरेआफ
 ","ीचरेजआ
 "
bhlanykicds ,"ला्यकचशदिबषण
 ","ला्यकचशदिबषण
 "
lnie ,"लनेई
 ","ले
 "
laem ,"लेम
 ",ाेम 
hutacdresm ,"्ीचेदटमतषआृ
 ","्ीचेमतषआृ
 "
akirsm ,"ाकसरमि
 ",ाकसरमि 
land ,"लानंद
 ","लांद
 "
byoresm ,"्ीसोरेमब
 ","ीसोरेमब
 "
anidrs ,"ानीसंरद
 ","ाीसंरद
 "
apnr ,"प्रण
 ","ापरण
 "
bhuancde ,"ा्ुंचेदबध
 ","ाुंचेबध
 "
bhtapnrs ,"ापन्रशतब
 ","ाप्रशतबण
 "
lakom ,"लकोम
 ","ल्कोम
 "
lapnrem ,"ाप्रेमळण
 ","लाप्रेमण
 "
htaniesjm ,"ानीसठजमि
 ","ाीसजमि
 "
hapykcr ,"ाप्यकचर
 ","ाप्यकचर
 "
avrs ,"ावसर
 ","ावसर
 "
htie ,"थहीेति
 ","हीेतिध
 "
lanvoe ,"ावीळणओ
 ","लवीण
 "
hacresw ,"ाव्ीसचर
 ","ाव्ीसचर
 "
bhtanydres ,"भा्हयीसंरेदतण
 ","भा्हयीसंरेदतण
 "
htapicrs ,"थप्ीसचरति
 ","प्ीसचरति
 "
ltande ,"लडंेट
 ","ल्ंेद
 "
havkdr ,"ावकरढ
 ","ावकर
 "
hulaid ,"लाुईध
 ","लाुईध
 "
tapykor ,"ाप्यकोरत़
 ","ाप्यकोरत
 "
huanvdrsg ,"ाव्ुंरशदग
 ","ाव्ुंरशद
 "
hultaykresm ,"ा्यकुंरेशमळत़
 ","ा्यकीुेशम
 "
hltankidem ,"ला्यकंेअटमिध
 ","ल्कंेअमतिध
 "
htankcs ,"ाकसंचट
 ","ाकसंचत
 "
hayds ,"ा्यसअध
 ","ाीसअध
 "
tanjm ,"ाजमत
 ","ा्ंजमत
 "
laporw ,"लापवोर
 ","लापवोर
 "
avkiesm ,"ावकसेमि
 ","ावकसेमि
 "
oresg ,"रजॉ
 ","्सोर
 "
hacdres ,"ीसचरद
 ","ासचरद
 "
hankdr ,"ानकरदख
 ","कंरद
 "
hlaks ,"ल्कष
 ","ला्कष
 "
anes ,"नीस
 ","ाीसई
 "
hapvycr ,"ापव्चरे
 ","ापव्यच
 "
blaid ,"ल्ीडबॉ
 ","लीदब
 "
anydeg ,"ंेदग
 ","ांेदज
 "
laos ,"लसोअ
 ","लसोअ
 "
ayes ,"ायीस
 ","ायी
 "
htapve ,"ापवेठत
 ","ापवेत
 "
hapycdrsm ,"ाप्यसचरमध
 ","ाप्यसचरमध
 "
hapvcres ,"ापव्चरेश
 ","ापव्चरेश
 "
hltanem ,"ला्हेमतण
 ","ल्हेमतण
 "
hanvyicrs ,"ावयींचरशि
 ","ावयीचरशि
 "
tavrs ,"ाव्सरत
 ","ाव्सरत
 "
lim ,"लमि
 ","लमि
 "
bairm ,"ाीरमबई
 ","ारमिबई
 "
anvce ,"ानव्स
 ","ाव्हस
 "
tanvyde ,"ानव्यंदटि
 ","ाव्यींद
 "
uanvrg ,"ाव्ुरगण
 ","ाव्ुरण
 "
lakre ,"ाकरेळ
 ","लकरे
 "
bhankoe ,"ीोबणख
 ","ीोबणख
 "
anoesw ,"नवसोेण
 ","ावसोे
 "
hadresm ,"ा्यसरेमध
 ","ासरेमध
 "
hayksm ,"्यकअमष
 ",ा्यकअमष 
hltapnkidesm ,"लापन्कीसमतिध
 ","लाप्कीसंमतिध
 "
akoz ,"्कएॉझ
 ","्कोअ
 "
htapncde ,"ाप्ींचदतध
 ","ाप्ींचदतध
 "
tanvcde ,"ावंचेदत
 ",व्हसंेद 
blad ,"ला्डब
 ","लाब
 "
ulaj ,"लाुज
 ","ूलाज
 "
tapykce ,"पकेटॅ
 ","ाप्यके
 "
hayicoem ,"ा्हयोचेमि
 ","ा्हयोचेमि
 "
bles ,"लसेब
 ","ल्सेब
 "
btap ,"ापटब
 ","ापतब
 "
bhuaprm ,"ूाप्हरमब
 ","ूप्हरमब
 "
utapdsg ,"ाप्ुसदतग
 ","प्ुसदत
 "
lnoes ,"लनसओ
 ","ल्सेआ
 "
