uars ,"ाुसर
 ","ाुसर
 "
bltai ,"लीटब
 ","लटिब
 "
tanydoe ,"ूानयीदत
 ","ूानयी
 "
hapnyd ,"ापन्यअध
 ","ाप्यअणध
 "
huanykidoreg ,"्यकोरदिगणऔ
 ","यकीोरिगधऔ
 "
bulcosm ,"लकसोंब
 ",ल्कुसंॉ 
haykicd ,"ा्यकचअिध
 ","ा्यकचअिध
 "
hutaporsm ,"प्ुोरमतष
 ","प्ुोरटमतष
 "
hanvdej ,"ानवींजध
 ","ानवींजध
 "
htapnkides ,"प्कीशदतिषणध
 ","ाप्कीशदतिषणध
 "
hapnvkidres ,"ापव्कींरेदष
 ",ापव्कंरेदिष 
utakior ,"्कीुोरटत
 ","्कीुोरट
 "
havirs ,"व्ीसरश
 ","ाव्ीसरश
 "
hanidrg ,"ानींरगध
 ","ानींरगध
 "
htanykdrm ,"ा्यकंरेदटमतध
 ","ा्यकंरदमतध
 "
htapnior ,"पनहीोरति
 ","ापनहीोरति
 "
aves ,"ावसेअ
 ","ावसेअ
 "
haes ,"ाहीस
 ","हीस
 "
bhanis ,"भनीस
 ","भानसि
 "
hanyreg ,"ा्यरेणघ
 ","ान्यरेघ
 "
hlave ,"लवही
 ","लवहीळ
 "
haic ,"ीचआई
 ","ीचआ
 "
hutavkic ,"ावहकीुचत
 ","ावहकीुचत
 "
avis ,"ावीसअ
 ","ावीसअ
 "
bhltacdrsm ,"ला्हचरदटमबष
 ","ला्हरदटमबष
 "
updeg ,"पुडेग
 ",पुेदग 
hlavid ,"लाविढ
 ","लाविढ
 "
tapnykies ,"ापन्कीसति
 ","ापन्कीसेट
 "
landeg ,"लन्डंेगइ
 ",लान्डंेगइ 
uandresg ,"न्ुसंरेदग
 ","्ुसंरेदग
 "
ulaiosm ,"लासमिौ
 ","ायसमि
 "
bltaeg ,"लाीतबग
 ","लाीतब
 "
htanvirem ,"ानवहरेमतिण
 ","ानवहरेमति
 "
anresg ,"संरेग
 ","संरेग
 "
hlacdremg ,"ल्ीसरमिगध
 ","ल्ीसरमगध
 "
lane ,"लने
 ","लाने
 "
blaviore ,"लवीोरिब
 ","ावीोरब
 "
orez ,"ीोरझ
 ","रझ
 "
hanor ,"नहोर
 ",ानहोर 
htye ,"थये
 ","येठ
 "
bhani ,"भनी
 ","भानी
 "
uanjz ,"ुंजझ
 ","ाुंजझ
 "
bie ,"ीेब
 ","ीब
 "
lnic ,"लकंि
 ","लन्कि
 "
tide ,"ाडटई
 ","डटिई
 "
hanvce ,"ावचेण
 ","ानवचे
 "
htapnvyisg ,"ापनव्केटिषघ
 ","ापनव्यशटिघ
 "
hlapce ,"ापीचेळ
 ","लापीचे
 "
hanyicw ,"ावयींचअ
 ","ावयींचअ
 "
huanvdrs ,"ावुसंरध
 ","वुसंरध
 "
bane ,"ानिब
 ","ानीब
 "
buai ,"ीबॉ
 ","ाीब
 "
htaniremg ,"्होंरेअमतिग
 ","ा्हंरेमतिग
 "
htapkrs ,"प्करतष
 ","प्करटष
 "
badre ,"्डरअिब
 ","ा्रेब
 "
tapkre ,"ापकरेट
 ",ापकरेट 
utanorg ,"ूाुंरतग
 ","ूुंरतग
 "
uakm ,"ा्कुम
 ","्कुम
 "
lavm ,"ावमळ
 ","लावम
 "
anvij ,"नवीज
 ","नवीजि
 "
htapvi ,"ापवीठ
 ","ापवीठ
 "
htapnvicres ,"ापनव्ीचरशठतिष
 ","ापव्ीचरशठतिषण
 "
vij ,"वीज
 ","वजि
 "
hapvykres ,"पव्यकरेष
 ","पव्यकरष
 "
anyr ,"ानयरण
 ","ानयर
 "
hakco ,"कुचअ
 ","ूकचआ
 "
takrsm ,"्कसरमत
 ","्कसरमत
 "
los ,"लसॉ
 ","लसो
 "
unyos ,"ूनयुस
 ",ूनयुस 
anvij ,"ावीजण
 ","ानवजि
 "
banij ,"ानंजिबई
 ","ानंजिबई
 "
hlankdsw ,"लानव्कदष
 ","लानव्कष
 "
hutavcresg ,"ाव्हसचेतगृछ
 ","ाव्हसचरेतगृ
 "
huanidrem ,"ू्यींरेमधढ
 ","्यीुंरेमधढ
 "
huapykcr ,"ूाप्यकचर
 ","ूाप्यकचर
 "
ltade ,"लाीदत
 ","लीदत
 "
bhaics ,"ासचबै
 ","ाचबै
 "
utays ,"्युसत
 ","ा्युसटत
 "
hltapicem ,"लाप्चेमतिआ
 ","लाप्ंचेतिआ
 "
baosw ,"वसोब
 ","सोब
 "
hltayicr ,"ला्हयचरटि
 ","ला्हयचरति
 "
ltanke ,"लाकीटण
 ","लान्कीत
 "
htapnis ,"ापीसंशठै
 ","ापीसंशठै
 "
bhaycrsw ,"भाव्यचरष
 ","भाव्यचरष
 "
ltanij ,"लाींजति
 ","लाींजति
 "
ulapjw ,"लापवुजळ
 ","लापवुजळ
 "
ulankidrem ,"ान्कुरेदमळि
 ","ान्कुरेदमळि
 "
lape ,"लापेळ
 ","लापे
 "
uandors ,"नसडरअँ
 ","ानसंदउ
 "
bhaviceg ,"भावचेिग
 ","भावचेिग
 "
bhankcdo ,"ाडोंचबख
 ","ाोंचख
 "
hutapnydem ,"ापन्यंेदमतधउ
 ","ाप्येदमतधउ
 "
htasm ,"ा्हसमत
 ","ा्हसमत
 "
htaydrem ,"्यीरेटमध
 ","्यीरेटमध
 "
ultaves ,"लाव्ीसतउ
 ","लव्सतउ
 "
haresj ,"ारेशज
 ","ारेजष
 "
htakcde ,"ाकीडचत
 ","ाकीचट
 "
hltaykrsw ,"लाव्यसरठआख
 ","लाव्यसरठआख
 "
hlapyc ,"लापयच
 ","लापच
 "
htapies ,"ापीसशठै
 ","ापीसशठै
 "
huaycdres ,"ा्यीुसचदऱ
 ","ा्यीुसचरद
 "
oj ,"ोज
 ","ोज
 "
bhavirg ,"भावरिग
 ","भावरिग
 "
ulanesmg ,"ा्युसंेमळगण
 ","नीुसंेमळग
 "
bhtapvdr ,"ापवरठळब
 ","ापवडरठब
 "
huancs ,"ानुसच
 ","ानुसच
 "
hanyidorem ,"ान्हयोरेदमि
 ","ान्हयोेदमि
 "
taem ,"ेटम
 ","ाीम
 "
uayd ,"ा्यदउ
 ","ा्यदउ
 "
htanvc ,"ानवचत
 ","नवचत
 "
hakdrg ,"ाकडरघ
 ","ारदघ
 "
tno ,"ूनतओ
 ","ूनतओ
 "
iemq ,"कीमि
 ","कीमि
 "
tapnyorg ,"ापन्योंरतग
 ","ापन्योंरतग
 "
bhltapvr ,"ापवरठळब
 ","ापवरठळब
 "
lankrez ,"लाकंरेझ
 ","लाकरझ
 "
tapn ,"ापटण
 ","ापनट
 "
takrs ,"ा्कसरत
 ","कसरत
 "
lapke ,"ापकीळ
 ","लपकी
 "
ltncors ,"लन्कसोरट
 ",लन्कसोरॉ 
ukicq ,"व्कि
 ",्कट 
bhanvyicdesm ,"ाव्यीसंचिबषध
 ","ावयीसंचेिबषध
 "
adow ,"ादऊ
 ","ूावद
 "
orem ,"ोरेम
 ","ोरेम
 "
htanvidorj ,"ावोंरजतिध
 ","ानवोरजतिध
 "
hacre ,"ीचर
 ","चरि
 "
lirf ,"लीरिफ
 ","लरिफ
 "
bhlaic ,"भाीचळब
 ","भलाीचब
 "
hanycdem ,"ा्यंचेमध
 ","ा्यंचेमध
 "
harmg ,"्हरमगॅ
 ","्हरमग
 "
ulanves ,"लानवुसे
 ","लानवुसे
 "
htanorsj ,"ूथान्सरजत
 ","थान्रजत
 "
idf ,"ीडफ
 ","डिफ
 "
haps ,"ापश
 ","ापश
 "
hutavkce ,"ावहकीुचत
 ","ावहकीुचत
 "
hlavkr ,"वरळख
 ","लवरख
 "
tavres ,"ावसरेत
 ","ावसरेत
 "
huapvidorem ,"पव्ीुोरदमिआध
 ","ापवीुोरमिआध
 "
hanicdw ,"वडंचि
 ","ानवचदि
 "
tanvde ,"वडंेदत
 ","ावडंेदत
 "
layrew ,"लयरॉ
 ","लाव्यर
 "
htac ,"ाटछ
 ","ाचत
 "
bhupnirs ,"पव्ुरिषण
 ","पनुरशिब
 "
htanidorjw ,"ावोंरजतिध
 ","ावोंरजतध
 "
hutapnkrm ,"ाप्ुंरमतख
 ","प्ुंरमख
 "
tanirgq ,"्कंरटिगॅ
 ","ा्कंरटिग
 "
hayidrejm ,"्यीरेजमध
 ","्यरेजमध
 "
tapnores ,"ापन्यसोंरत़
 ","ापनसोर
 "
badr ,"ारदब
 ",ादब 
hlakor ,"लाोरख
 ","लाोरख
 "
ltapi ,"पीळति
 ","लपीटि
 "
taisjm ,"ीसजमतिआ
 ",ीसजमतिआ 
apkir ,"ापकृ
 ","पकृ
 "
kiem ,"कीमि
 ","कीमिई
 "
bhtankcres ,"ा्यकंचरेशतब़
 ","ाकीचरेशअतब
 "
bhaksg ,"ासबगख
 ","ासबगख
 "
htapicd ,"ाप्ीचदतध
 ","ाप्ीचदतध
 "
hulanco ,"लनहकॅौ
 ","लनहक
 "
hanicdew ,"नव्ीचेध
 ","नव्ीचेध
 "
hankcrs ,"ा्कसंचर
 ","ा्कसंचर
 "
htapnsg ,"थापन्सटघ
 ","थाप्सटघ
 "
bhtancegw ,"भावंचेतग
 ","भावचेतग
 "
bhultapkiors ,"भूलाप्ीठषखृ
 ","भूलप्ीटषख
 "
huanvkidrs ,"ानव्कुसंरशदिधै
 ","ानव्कुसंरशदिधै
 "
huanicrs ,"ाीुसंचर
 ","ाीुसंचर
 "
hacremg ,"ा्हीचरमग
 ","ाहीचरमग
 "
hlakdr ,"लाडरख
 ","लाडरख
 "
bhtavidores ,"ाव्सोरेटतिबइध
 ","ाव्सरेटतिबध
 "
hasw ,"शॉ
 ","ावश
 "
ltavidm ,"लावीडमत
 ","लावीडमत
 "
bhanycdsm ,"ा्यसंचबध
 ","ा्यसंचबध
 "
hlancdejf ,"लाींचदजफ
 ","ाींचजळफ
 "
anvi ,"नवी
 ","नवि
 "
taisjm ,"ीसजमतिआ
 ","ीसजमतिआ
 "
huakcres ,"्कुसचरेष
 ","्कुसचरेष
 "
bhanicore ,"नीोचरेब
 ","ानीोरेब
 "
tare ,"ीरत
 ","ीरत
 "
bhultanydrsg ,"भला्युसंरदतगण
 ","भला्युसंरदतगण
 "
tapnvrm ,"ापनवरमत
 ","ानवरमत
 "
havkcre ,"ावकीचरई
 ","ावकीचर
 "
ayow ,"ावयोआ
 ","ूावयअ
 "
bhuans ,"भूषण
 ","भानुष
 "
lapnyosjw ,"ूलापनव्यसज
 ","ूलापनव्यसज
 "
hanis ,"ान्हसि
 ","ाहसंि
 "
ularmg ,"ल्ुरमग
 ","ला्ुरमग
 "
hutapnvkicdoes ,"ापनवकीुसडोचठटिण
 ","पनवकीुसोजटि
 "
bltaiorem ,"ला्ोरटमिब
 ","लाीोरेमतब
 "
aid ,"ीदआ
 ","ीडआ
 "
bhre ,"हरेब
 ","हरेब
 "
laniom ,"लानमिॉ
 ","लानीोम
 "
hlais ,"लेश
 ","लशै
 "
arg ,"्रअग
 ","ा्रअग
 "
bavsw ,"ावसब
 ","ासब
 "
lavis ,"लाव्हसि
 ",लाव्सि 
hanykdrm ,"ायकंरअमध
 ","यकंरअमध
 "
tnore ,"न्ंरेट
 ","न्ंरेट
 "
hanvkrs ,"ाव्करषआण
 ","ाव्करषआण
 "
hanicrjw ,"ानवींचरज
 ","ानवींचरज
 "
anorjm ,"ुंरजम
 ","ूंरजम
 "
nyemz ,"ाएंमईझ
 ",न्यएमझ 
hapnkir ,"ापन्हकींरण
 ","ापन्हकीरण
 "
butankrejm ,"कीुरजमतबण
 ","कीरजमतबण
 "
lyoesm ,"ल्सेमॉ
 ","लसोेम
 "
hnic ,"नीचि
 ","नीचि
 "
lankios ,"कीसोंळ
 ","लाकीसों
 "
aviresm ,"ावीसरेम
 ","ावसरम
 "
tapvr ,"ापवरत
 ","ापवरत
 "
utapirs ,"ूप्सरति
 ","प्ीुसरत
 "
hanvyicdresm ,"ाव्यींचरदमिष
 ","ायींचरदमि
 "
lniom ,"लनयमि
 ","लनयमि
 "
hultanism ,"लाीुसंठम
 ","लाीुसंठम
 "
uankr ,"नकोर
 ",ानकर 
bhuanydesmg ,"ा्यसडंेमबगध
 ","ा्युसडंेमबगध
 "
hapnykces ,"ाप्यकंचेष
 ","ाप्यकंचेष
 "
hanyicr ,"ा्यीचरण
 ","ा्यीचरण
 "
hlancg ,"लांचग
 ","ांच
 "
utap ,"ाप्ुट
 ","ाप्ुट
 "
ltak ,"ा्कळत
 ","ाकटळ
 "
bhtaim ,"ाठमबई
 ","थामबई
 "
bhtacores ,"थसोचरतबॅ
 ","थसोचरेतब
 "
hlta ,"लहत
 ",लहत 
bhulapndesm ,"ाप्ुेशदमळबणध
 ","ापन्ुेशदमबध
 "
hltake ,"लाीेतख
 ","लाीेतख
 "
nior ,"ूनीर
 ","ूनीर
 "
lakr ,"लकर
 ","लाकर
 "
ltapyiorg ,"लाप्यीोरतग
 ","लाप्यीोरतग
 "
lpoe ,"ूलप
 ","ूलपे
 "
havres ,"वरेशआ
 ","वरेशआ
 "
ojq ,"कजॉ
 ","कोज
 "
bhanyice ,"ा्हयीचिबण
 ","ान्हयीचिब
 "
haes ,"ाहीशअ
 ","ाहीशअ
 "
utapkido ,"ाप्कुोदटई
 ","ाप्कुडोटत
 "
htapnres ,"ापन्ीसंरशठ
 ","ापन्ीसंरशठ
 "
aykr ,"ायकर
 ","ाकर
 "
bhapnkoem ,"भूापनकंे
 ","भूापकंे
 "
bulaprj ,"ूलपरजब
 ",परजब 
hakcoeg ,"ूकचेआग
 ","ूकचेआग
 "
upyiog ,"पयीोगउ
 ","प्यीोगउ
 "
adrm ,"रदम
 ",ारदम 
htapnvys ,"ापव्यसठण
 ","ापव्यसठण
 "
avyo ,"ावयोआ
 ","ूावयअ
 "
hunvcdorg ,"ाव्डंचरगऊ
 ","ा्डंचरगउ
 "
hanycreg ,"ा्यंचरेघ
 ","ा्यंचरेघ
 "
btanykiors ,"ा्यकसरटिबँ
 ","ान्कीसोरटब
 "
bhlankce ,"लाकींचब
 ","लाकींचब
 "
bhacdore ,"ा्डोचरेब
 ","ा्डोचरेब
 "
anvkog ,"ूावकगण
 ","ूावकगण
 "
bhanyic ,"ा्हयीचिबण
 ","ान्हयीचिब
 "
arsm ,"ासरमआ
 ","सरमआ
 "
haicoem ,"ाहोचेमि
 ","ाहोचेमि
 "
hulkic ,"लकीुच
 ","लकीुच
 "
aidg ,"ीदअग
 ","ीडअग
 "
htapnior ,"पनहीोरति
 ","पहीोंरति
 "
bhncdoem ,"्डंचेबणॉ
 ","डोंचेब
 "
uadmg ,"ूदमग
 ","ाुदमग
 "
uanvyorsg ,"व्युसरगण
 ","व्युसोरग
 "
hakdre ,"ाडरेआख
 ","ाडरेआख
 "
hltanvyes ,"लाव्यीसठण
 ","लाव्यीसठण
 "
htapde ,"प्ीदतध
 ","प्ीदतध
 "
ultakid ,"लाकीुडत
 ","लाकीुडत
 "
hlaycd ,"लायचढ
 ","लायचढ
 "
re ,"यरइ
 ","एर
 "
ands ,"नसद
 ","ानसद
 "
haydresm ,"्यीरेशअमध
 ","्यरेशमध
 "
uankid ,"ूनकडआई
 ","ूनकडआई
 "
hulapnresm ,"ापन्ुंरेशमळ
 ","ापन्ुंरेशमळ
 "
ltadrm ,"लारदमत
 ","लारदमत
 "
bpiore ,"ूपीरबॅ
 ","ूपीरिब
 "
bhtankrsw ,"थानव्कसरब
 ",थानव्सरब 
htapnvidore ,"ापव्योंरतिणध़
 ","ापनवोंरेति
 "
bhtanves ,"ानव्हीसेटबई
 ","नव्हीसेतबई
 "
htnioes ,"ूनीेशत
 ","ूनीेशत
 "
tankore ,"नकोरेट
 ","ूानकरेट
 "
htavdeg ,"वडेतघ
 ","वडेतघ
 "
hltanyoe ,"लानहोेट
 ","लनहोेत
 "
htapnicrs ,"ापन्चरठतिष
 ","थाप्संचरति
 "
htakics ,"ा्कीचटष
 ",ा्कीचट 
hlaicem ,"लेशमि
 ","लचेमि
 "
laes ,"लीसेअ
 ","लीसेअ
 "
htanes ,"थन्संे
 ","थन्संे
 "
icorsf ,"्कसोरिफ
 ","्कसोरिफ
 "
hapnir ,"ाप्हीरण
 ","ाप्हीरण
 "
bhtaysg ,"भा्यसतग
 ","भा्यसतग
 "
hapncrem ,"ाप्चरेमण
 ","ाप्रेमण
 "
bhlakde ,"भलकडे
 ","भलाके
 "
tadr ,"्डरट
 ",ा्डरट 
andrs ,"नसडरअँ
 ","ानंरदअ
 "
ltanko ,"लानकोट
 ","लान्कोत
 "
tairew ,"ावीरति
 ","वीरेत
 "
blanv ,"लानवब
 ","ावळब
 "
uapyr ,"ाप्युरअ
 ","ाप्युरअ
 "
lavrg ,"लावरग
 ","लावरग
 "
hltayi ,"लाहयटइ
 ","लाहयतई
 "
bltani ,"लानतिब
 ","लातिब
 "
pkiors ,"प्कसरिॉओ
 ","प्यकसोरि
 "
akdrsmg ,"ा्कसरदमग
 ","ाकसडरमग
 "
apidrs ,"प्सडरिॅ
 ","ापसडरि
 "
tanydre ,"ान्ंरेजतञ
 ",ान्ंरेजत 
hankdrz ,"ाडंरखझ
 ","ाडंरखझ
 "
hlanvce ,"ाव्हचेळण
 ",लानवहचेळ 
taykor ,"यकोरत
 ","्यकोर
 "
ulicde ,"ल्यकुडि
 ","ल्यकीुड
 "
uanvrg ,"ाव्ुरगण
 ","ाव्ुरगण
 "
apos ,"ापसो
 ","पसो
 "
tapkire ,"प्करेति
 ","प्करेति
 "
tanvi ,"ानवीति
 ","ानवति
 "
ut ,"्त
 ","ुट
 "
hlankcs ,"ला्कंचषण
 ",ला्कंषण 
hlapnkdores ,"ूलपनकीडरेष
 ","ूलपनकीडरेश
 "
hairs ,"हसरै
 ","ाहसरि
 "
hutanyicdof ,"ान्यडंचेशफऊ
 ","ान्यडचेशफॉउ
 "
hltankiores ,"लाकीसोंरेठअ
 ","लाकीसोंरेठअ
 "
htanyce ,"ान्यचेत
 ","ान्यचेत
 "
tarem ,"ारेटम
 ","ा्रेटम
 "
haicrsw ,"ाव्ीसचर
 ","ाव्ीसचर
 "
upv ,"ूपव्हयी
 ",पव्हउ 
hapnicr ,"ापन्चरि
 ","पन्ीचर
 "
hlandemg ,"ल्ीडंमगइध
 ","ल्ीडंमगइध
 "
htapnirs ,"ापन्ींरटतष
 ","ापन्ींरटष
 "
htom ,"ूठम
 ","ूथम
 "
btnoes ,"नीसोेतब
 ","न्ीसोेटब
 "
apvy ,"ापव्य
 ","ापव्य
 "
ulakes ,"लकीुस
 ","लकीुस
 "
htankoresf ,"ान्कीसरठफॉ
 ","ाकीसोंरठफ
 "
htanir ,"ानहींरतइ
 ","ानहींरतइ
 "
hutapnvkidoem ,"ापनवकुडोंेटमिणध
 ","ापनवकुडोंेटमिणध
 "
hltre ,"लहरटि
 ","हरेट
 "
tyor ,"्यरटॉ
 ","्यरटॉ
 "
htapnkis ,"ापन्कसति
 ","ापन्कटिष
 "
vej ,"वीज
 ","वीज
 "
hltavyes ,"लथाव्यसे
 ","लथाव्यस
 "
ltanj ,"ानजळत
 ",लानजत 
hlkie ,"ेळिख
 ","लीेिख
 "
htapcdre ,"प्चरेदत
 ",ा्चरेदत 
avirsg ,"ावसरिग
 ","ावसिग
 "
utakrjg ,"ाकुरजतग
 ","्कुरजतग
 "
bhanieg ,"भनीिग
 ","भानीग
 "
tires ,"्ीसरेट
 ","्ीसरट
 "
hlayicm ,"ला्हयचमि
 ","ला्हयचमि
 "
hlayc ,"लायच
 ","लायच
 "
bhladem ,"लाहदअमब
 ","लाहेदअम
 "
hlapnces ,"लाप्यसंच
 ","लापीच
 "
hanycorsm ,"ा्यसोंचरम
 ","ा्यसोंचरम
 "
bhlavyicdoem ,"लाव्यीडोंचिब
 ","ाव्यीडोंचिब
 "
anmg ,"ंमगण
 ","ानमग
 "
hanycrjw ,"ानव्यचरज
 ","ानव्यचरज
 "
lavkir ,"लवकीरि
 ","लावकीरि
 "
bakre ,"करेब
 ","ाकरब
 "
hlace ,"लचि
 ","लीच
 "
hlavkicdr ,"ाव्कीचरदळ
 ","लाव्कचरदि
 "
kco ,"कु
 ","ूक
 "
ltakim ,"लाकीमत
 ","लाकीमत
 "
bhaviesg ,"भावीशिग
 ","भावीशिग
 "
hutapicrs ,"प्ीसचरटतिषृ
 ","ाप्ीसचरटतिषृ
 "
hltavire ,"लवरेठि
 ","लवरेठ
 "
htapnvyis ,"थापनव्यीसठ
 ","थापनव्यीसठ
 "
hutpo ,"ूोटफ
 ","ूतफ
 "
lnkie ,"लान्कइ
 ","लन्केि
 "
anve ,"नवी
 ","नवेण
 "
haorm ,"ाहोरअम
 ","ा्होरअम
 "
utsm ,"्सटम
 ","्ुसटम
 "
bltae ,"लीटब
 ","लीटब
 "
hlaresg ,"लीसरघ
 ","लाीसरघ
 "
anykdem ,"ाकडंेम
 ","ायकडंेम
 "
utankdrem ,"ूान्कडंरमति
 ","ूान्कडंरेमत
 "
huanvkdej ,"ूानवहकीडंज
 ","ानवहकीडंज
 "
hlcdref ,"लीएडचरेआफ
 ","ीडचरेफ
 "
bhlanykicds ,"ला्यकचशदिबषण
 ","ला्यकचशदिबषण
 "
lnie ,"लनेई
 ","नेई
 "
laem ,"लेम
 ","लेम
 "
hutacdresm ,"्ीचेदटमतषआृ
 ","्ीचेदटमतषआृ
 "
akirsm ,"ाकसरमि
 ","ाकसरम
 "
land ,"लानंद
 ","लानंद
 "
byoresm ,"्ीसोरेमब
 ","ीसोरेमब
 "
anidrs ,"ानीसंरद
 ","ानीसंरद
 "
apnr ,"प्रण
 ","ाप्र
 "
bhuancde ,"ा्ुंचेदबध
 ","ाुंचेबध
 "
bhtapnrs ,"ापन्रशतब
 ","ापन्रशतब
 "
lakom ,"लकोम
 ","ला्कोम
 "
lapnrem ,"ाप्रेमळण
 ","ाप्रेमण
 "
htaniesjm ,"ानीसठजमि
 ","ानीठजम
 "
hapykcr ,"ाप्यकचर
 ","ाप्यकचर
 "
avrs ,"ावसर
 ","ावसर
 "
htie ,"थहीेति
 ","थहीेति
 "
lanvoe ,"ावीळणओ
 ","वीळणओ
 "
hacresw ,"ाव्ीसचर
 ","ाव्ीसचर
 "
bhtanydres ,"भा्हयीसंरेदतण
 ","भा्यीसंरेदतण
 "
htapicrs ,"थप्ीसचरति
 ","थप्ीसचरति
 "
ltande ,"लडंेट
 ","लंेदट
 "
havkdr ,"ावकरढ
 ","वकरध
 "
hulaid ,"लाुईध
 ","लाुईध
 "
tapykor ,"ाप्यकोरत़
 ","ाप्यकोरत
 "
huanvdrsg ,"ाव्ुंरशदग
 ","ा्ुंरशदग
 "
hultaykresm ,"ा्यकुंरेशमळत़
 ","ा्यकुरेशअमळ
 "
hltankidem ,"ला्यकंेअटमिध
 ","ला्कंेअमतिध
 "
htankcs ,"ाकसंचट
 ","ाकसंचट
 "
hayds ,"ा्यसअध
 ","ाीसअध
 "
tanjm ,"ाजमत
 ","ान्जमत
 "
laporw ,"लापवोर
 ","लापवोर
 "
avkiesm ,"ावकसेमि
 ","ावकसेमि
 "
oresg ,"रजॉ
 ","्सोरज
 "
hacdres ,"ीसचरद
 ","ाीसचरद
 "
hankdr ,"ानकरदख
 ","कंरख
 "
hlaks ,"ल्कष
 ","ला्कष
 "
anes ,"नीस
 ","नीस
 "
hapvycr ,"ापव्चरे
 ","ापव्यचर
 "
blaid ,"ल्ीडबॉ
 ","लीदब
 "
anydeg ,"ंेदग
 ","ाडंेग
 "
laos ,"लसोअ
 ","लसोअ
 "
ayes ,"ायीस
 ",ायीस 
htapve ,"ापवेठत
 ","ापवेठत
 "
hapycdrsm ,"ाप्यसचरमध
 ","ाप्यसचरमध
 "
hapvcres ,"ापव्चरेश
 ","ापव्चरेश
 "
hltanem ,"ला्हेमतण
 ","लान्हेमत
 "
hanvyicrs ,"ावयींचरशि
 ","ावयींचरशि
 "
tavrs ,"ाव्सरत
 ","ाव्सरत
 "
lim ,"लमि
 ","लमि
 "
bairm ,"ाीरमबई
 ","ारमिबई
 "
anvce ,"ानव्स
 ","नव्हस
 "
tanvyde ,"ानव्यंदटि
 ","ानव्यींदत
 "
uanvrg ,"ाव्ुरगण
 ","व्ुरगण
 "
lakre ,"ाकरेळ
 ","लकरे
 "
bhankoe ,"ीोबणख
 ","ाीोबख
 "
anoesw ,"नवसोेण
 ","ानवसोे
 "
hadresm ,"ा्यसरेमध
 ",ासरेमध 
hayksm ,"्यकअमष
 ","ा्यकअमष
 "
hltapnkidesm ,"लापन्कीसमतिध
 ","लाप्कीसंमतिध
 "
akoz ,"्कएॉझ
 ","्कोअझ
 "
htapncde ,"ाप्ींचदतध
 ","प्ींचदतध
 "
tanvcde ,"ावंचेदत
 ",ाव्सडेट 
blad ,"ला्डब
 ","लादब
 "
ulaj ,"लाुज
 ","ूलाज
 "
tapykce ,"पकेटॅ
 ","ाप्यकेट
 "
hayicoem ,"ा्हयोचेमि
 ","ा्हयोचेमि
 "
bles ,"लसेब
 ","लसेब
 "
